PrimaryPropertyType,Latitude,NumberofFloors,ComplianceStatus,BuildingType,CouncilDistrictCode,OSEBuildingID,Neighborhood,PropertyGFAParking,TotalGHGEmissions,PropertyGFATotal,PropertyGFABuilding(s),SiteEnergyUse(kBtu),NumberofBuildings,Longitude,RecentUpgrade,Central,Delridge,Downtown,East,Greater duwamish,Lake union,Magnolia / queen anne,North,Northeast,Northwest,Southeast,Southwest,High-Rise Multifamily,Hospital,Hotel,K-12 School,Laboratory,Low-Rise Multifamily,Medical Office,Mid-Rise Multifamily,Mixed Use Property,Office,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Supermarket / Grocery Store,University,Warehouse,Worship Facility,Multifamily HR (10+),Multifamily LR (1-4),Multifamily MR (5-9),NonResidential,Nonresidential COS,Nonresidential WA,SPS-District K-12,CSC 2,CSC 3,CSC 4,CSC 5,CSC 6,CSC 7,Age
Medical Office,47.60132,2.0,1,NonResidential,CSC 3,20503,Central,0,33.92,39000,39000,2615247.75,1.0,-122.30476999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26
Other,47.560179999999995,1.0,1,NonResidential,CSC 1,20506,Southwest,0,147.0,22180,22180,5089083.0,1.0,-122.38716000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92
Low-Rise Multifamily,47.6315,3.0,1,Multifamily LR (1-4),CSC 3,20644,East,0,9.93,66885,66885,1423929.125,1.0,-122.31221000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,32
Low-Rise Multifamily,47.56001,4.0,1,Multifamily LR (1-4),CSC 1,20509,Southwest,0,25.93,28560,28560,738592.0,1.0,-122.38856000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
Low-Rise Multifamily,47.60109,3.0,1,Multifamily LR (1-4),CSC 3,20512,Central,0,9.99,52166,52166,1433573.25,1.0,-122.30551000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,36
Distribution Center,47.58513,1.0,1,NonResidential,CSC 2,20519,Greater duwamish,0,12.48,25920,25920,1219744.75,1.0,-122.30645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,47
Refrigerated Warehouse,47.58528,1.0,1,NonResidential,CSC 2,20520,Greater duwamish,0,5.17,25480,25480,741287.1875,1.0,-122.30595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,63
Warehouse,47.58482,2.0,1,NonResidential,CSC 2,20522,Greater duwamish,0,19.93,31000,31000,2301043.75,1.0,-122.30501000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,46
Office,47.58528,1.0,1,NonResidential,CSC 2,20523,Greater duwamish,0,19.82,29740,29740,1467060.25,1.0,-122.305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,55
Distribution Center,47.58607,1.0,1,NonResidential,CSC 2,20525,Greater duwamish,0,13.02,23236,23236,433871.0,1.0,-122.30445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,62
Office,47.58579,3.0,1,NonResidential,CSC 2,20526,Southeast,0,19.04,38075,38075,1921801.25,1.0,-122.3034,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7
Mid-Rise Multifamily,47.58421,7.0,1,Multifamily MR (5-9),CSC 3,20529,Southeast,0,46.75,139530,139530,3944933.5,1.0,-122.29978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,47
Office,47.5859,2.0,1,NonResidential,CSC 3,20531,Southeast,0,63.06,39170,39170,2130673.75,1.0,-122.29956999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,46
Other,47.584759999999996,1.0,1,Nonresidential COS,CSC 3,20532,Southeast,0,10.05,36070,36070,1441665.375,0.0,-122.29765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39
Mid-Rise Multifamily,47.61911,5.0,1,Multifamily MR (5-9),CSC 7,20534,Magnolia / queen anne,9028,40.51,34542,25514,1237655.25,1.0,-122.35377,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14
Other,47.569790000000005,2.0,1,NonResidential,CSC 2,20541,Southeast,0,0.82,20047,20047,117438.3984,1.0,-122.29234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,53
Low-Rise Multifamily,47.570859999999996,3.0,1,Multifamily LR (1-4),CSC 2,20542,Southeast,0,8.1,37080,37080,1162007.625,1.0,-122.29546,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,48
Low-Rise Multifamily,47.56791,3.0,1,Multifamily LR (1-4),CSC 2,20543,Southeast,0,5.51,22108,22108,791035.5,0.0,-122.29643,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14
Retail Store,47.57403,1.0,1,NonResidential,CSC 2,20552,Greater duwamish,0,3.89,20000,20000,557863.6875,1.0,-122.3336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,102
Warehouse,47.5741,2.0,1,NonResidential,CSC 2,20556,Greater duwamish,0,1.73,32400,32400,248616.0,1.0,-122.32541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,61
Mixed Use Property,47.63734,4.0,1,Multifamily LR (1-4),CSC 7,20564,Magnolia / queen anne,0,11.28,84147,84147,1618535.75,1.0,-122.35723999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8
Supermarket / Grocery Store,47.63776,1.0,1,NonResidential,CSC 7,20565,Magnolia / queen anne,0,247.85,25159,25159,8905287.0,1.0,-122.35606000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,54
Mixed Use Property,47.63678,4.0,1,Multifamily LR (1-4),CSC 7,20570,Magnolia / queen anne,0,37.2,83175,83175,2531163.0,1.0,-122.35734,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9
Other,47.63629,1.0,1,Nonresidential COS,CSC 7,20573,Magnolia / queen anne,0,83.1,27247,27247,2332996.5,1.0,-122.35922,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,68
Mid-Rise Multifamily,47.671409999999995,5.0,1,Multifamily MR (5-9),CSC 4,20577,Northeast,0,93.83,58735,58735,2128963.5,1.0,-122.31218999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,88
Low-Rise Multifamily,47.61991,3.0,1,Multifamily LR (1-4),CSC 3,20585,East,6555,6.9,29848,23293,990361.5,2.0,-122.31095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Low-Rise Multifamily,47.6199,3.0,1,Multifamily LR (1-4),CSC 3,20586,East,0,74.33,34455,34455,1639849.25,1.0,-122.31036999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,88
Low-Rise Multifamily,47.61807,4.0,1,Multifamily LR (1-4),CSC 3,20594,East,0,5.29,28038,28038,759405.6875,1.0,-122.32285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26
Low-Rise Multifamily,47.62121,3.0,1,Multifamily LR (1-4),CSC 3,20597,East,0,4.15,24939,24939,595978.0,1.0,-122.32292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,92
Distribution Center,47.564890000000005,1.0,1,NonResidential,CSC 2,20604,Greater duwamish,0,1.7,26680,26680,243518.2031,1.0,-122.3409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,61
Warehouse,47.56447,1.0,1,NonResidential,CSC 1,20605,Delridge,0,61.71,31521,31521,1788148.0,1.0,-122.35335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63
Warehouse,47.56982,1.0,1,NonResidential,CSC 2,20613,Greater duwamish,0,46.64,24000,24000,1257033.5,1.0,-122.33478999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,65
Self-Storage Facility,47.56487,1.0,1,NonResidential,CSC 2,20614,Greater duwamish,0,65.65,21900,21900,1333637.625,1.0,-122.34181000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,64
Warehouse,47.56897,1.0,1,NonResidential,CSC 2,20618,Greater duwamish,0,10.75,38005,38005,752093.625,1.0,-122.33617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,55
Distribution Center,47.5678,1.0,1,NonResidential,CSC 2,20620,Greater duwamish,0,39.05,35579,35579,1096646.25,1.0,-122.33622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18
Mid-Rise Multifamily,47.65331,5.0,1,Multifamily MR (5-9),CSC 4,20624,Lake union,14620,4.78,40505,25885,685888.1875,1.0,-122.34445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
Distribution Center,47.57382,1.0,1,NonResidential,CSC 2,20626,Greater duwamish,0,1.67,49950,49950,238969.7031,1.0,-122.32672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,41
Low-Rise Multifamily,47.64202,4.0,1,Multifamily LR (1-4),CSC 3,20630,East,0,50.31,118154,118154,3960898.75,0.0,-122.28039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,49
Mid-Rise Multifamily,47.6172,5.0,1,Multifamily MR (5-9),CSC 7,20653,Downtown,0,94.98,62665,62665,2845068.0,1.0,-122.3359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12
Low-Rise Multifamily,47.61736,4.0,1,Multifamily LR (1-4),CSC 3,20656,East,0,5.28,34924,34924,757167.3125,1.0,-122.31398999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,29
Worship Facility,47.63927,2.0,1,NonResidential,CSC 7,20659,Magnolia / queen anne,0,31.6,22612,22612,731321.8125,1.0,-122.4032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,69
Low-Rise Multifamily,47.58025,4.0,1,Multifamily LR (1-4),CSC 2,20667,Greater duwamish,0,4.83,27076,27076,693045.0,1.0,-122.31381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13
Mid-Rise Multifamily,47.61934,6.0,1,Multifamily MR (5-9),CSC 7,20668,Magnolia / queen anne,0,15.35,48150,48150,1518548.75,1.0,-122.35713,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17
Mid-Rise Multifamily,47.639720000000004,5.0,1,Multifamily MR (5-9),CSC 7,20675,Magnolia / queen anne,0,71.99,59227,59227,2294737.25,2.0,-122.34236000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25
Other,47.72599,2.0,1,NonResidential,CSC 5,20685,North,0,67.52,38787,38787,3204685.5,1.0,-122.29314,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40
Self-Storage Facility,47.72356,2.0,1,NonResidential,CSC 5,20686,North,0,28.58,50368,50368,753275.1875,2.0,-122.29378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,28
Warehouse,47.553020000000004,1.0,1,NonResidential,CSC 2,20707,Greater duwamish,0,61.53,30545,30545,1577040.875,1.0,-122.33605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,78
Low-Rise Multifamily,47.61359,3.0,1,Multifamily LR (1-4),CSC 3,20710,Central,0,88.89,25248,25248,1866460.25,1.0,-122.31336999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,109
Low-Rise Multifamily,47.6148,3.0,1,Multifamily LR (1-4),CSC 3,20712,East,0,10.89,28380,28380,770736.125,1.0,-122.31313999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,106
Low-Rise Multifamily,47.61577,3.0,1,Multifamily LR (1-4),CSC 3,20714,East,0,82.87,24783,24783,1750099.75,1.0,-122.31315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,109
Mid-Rise Multifamily,47.62942,5.0,1,Multifamily MR (5-9),CSC 7,20720,Magnolia / queen anne,0,32.33,40572,40572,1349970.5,1.0,-122.35771000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90
Low-Rise Multifamily,47.62982,3.0,1,Multifamily LR (1-4),CSC 7,20724,Magnolia / queen anne,0,33.92,26044,26044,1116475.125,1.0,-122.35706,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,68
Mid-Rise Multifamily,47.63019,8.0,1,Multifamily MR (5-9),CSC 7,20726,Magnolia / queen anne,0,35.26,36926,36926,1764767.25,1.0,-122.35625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,46
Mid-Rise Multifamily,47.63107,6.0,1,Multifamily MR (5-9),CSC 7,20730,Magnolia / queen anne,7565,199.79,91703,84138,4633186.0,1.0,-122.35708000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,66
Low-Rise Multifamily,47.63087,3.0,1,Multifamily LR (1-4),CSC 7,20731,Magnolia / queen anne,6786,92.58,35070,28284,1993766.375,1.0,-122.3566,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88
Low-Rise Multifamily,47.63066,3.0,1,Multifamily LR (1-4),CSC 7,20732,Magnolia / queen anne,0,47.7,21376,21376,1106701.0,1.0,-122.35763999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88
Low-Rise Multifamily,47.63106,3.0,1,Multifamily LR (1-4),CSC 7,20734,Magnolia / queen anne,2262,90.31,28940,26678,1913558.375,1.0,-122.35763999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88
K-12 School,47.63111,3.0,1,NonResidential,CSC 7,20735,Magnolia / queen anne,0,29.82,32691,32691,971990.3125,1.0,-122.35813999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,94
Mid-Rise Multifamily,47.631609999999995,6.0,1,Multifamily MR (5-9),CSC 7,20741,Magnolia / queen anne,0,7.91,40758,40758,1134195.5,1.0,-122.35967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,39
Worship Facility,47.63159,2.0,1,NonResidential,CSC 7,20743,Magnolia / queen anne,0,47.59,24227,24227,1086678.125,1.0,-122.35838999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,53
Low-Rise Multifamily,47.63208,4.0,1,Multifamily LR (1-4),CSC 7,20747,Magnolia / queen anne,0,19.76,24540,24540,739869.6875,1.0,-122.35751,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,106
Low-Rise Multifamily,47.63205,3.0,1,Multifamily LR (1-4),CSC 7,20749,Magnolia / queen anne,0,101.96,37944,37944,2248134.5,1.0,-122.35633,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,86
Office,47.63217,4.0,1,Multifamily LR (1-4),CSC 7,20758,Magnolia / queen anne,0,28.44,28546,28546,623107.6875,1.0,-122.36532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,99
High-Rise Multifamily,47.617329999999995,13.0,1,Multifamily HR (10+),CSC 7,20762,Downtown,0,408.82,219874,219874,13217550.0,1.0,-122.35376000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17
Mid-Rise Multifamily,47.62835,8.0,1,Multifamily MR (5-9),CSC 7,20764,Magnolia / queen anne,7640,127.74,73736,66096,3704086.5,1.0,-122.35491,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,46
High-Rise Multifamily,47.61222,33.0,1,Multifamily HR (10+),CSC 7,20765,Downtown,0,551.53,190610,190610,14619984.0,1.0,-122.34456000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,35
Mid-Rise Multifamily,47.69397,5.0,1,Multifamily MR (5-9),CSC 6,20766,Northwest,0,9.67,50028,50028,1386983.375,1.0,-122.3557,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27
Distribution Center,47.54365,1.0,1,NonResidential,CSC 2,20768,Greater duwamish,0,18.85,27000,27000,651293.3125,1.0,-122.30785,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60
Low-Rise Multifamily,47.62746,4.0,1,Multifamily LR (1-4),CSC 7,20770,Magnolia / queen anne,0,8.64,42093,42093,1239315.375,1.0,-122.34728999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24
High-Rise Multifamily,47.6161,33.0,1,Multifamily HR (10+),CSC 7,20772,Downtown,0,61.46,299755,299755,8815732.0,1.0,-122.33576000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
Low-Rise Multifamily,47.68173,3.0,1,Multifamily LR (1-4),CSC 4,20785,Northeast,0,6.08,30542,30542,872326.375,1.0,-122.26408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,31
Low-Rise Multifamily,47.72298,4.0,1,Multifamily LR (1-4),CSC 5,20787,Northwest,0,6.94,34368,34368,995798.8125,1.0,-122.34795,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,27
Low-Rise Multifamily,47.62525,4.0,1,Multifamily LR (1-4),CSC 7,20788,Magnolia / queen anne,0,11.54,59670,59670,1655800.75,1.0,-122.36023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,34
High-Rise Multifamily,47.610279999999996,13.0,1,Multifamily HR (10+),CSC 3,20805,East,0,115.56,108228,108228,4533874.5,1.0,-122.32524,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,66
Mid-Rise Multifamily,47.62185,5.0,1,Multifamily MR (5-9),CSC 3,20806,East,0,20.73,20639,20639,509485.6875,1.0,-122.32238000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,88
Low-Rise Multifamily,47.64127,4.0,1,Multifamily LR (1-4),CSC 3,20807,Northeast,0,6.52,31682,31682,935396.6875,1.0,-122.31338000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,50
Low-Rise Multifamily,47.690940000000005,3.0,1,Multifamily LR (1-4),CSC 6,20810,Northwest,0,8.7,31017,31017,1076644.75,1.0,-122.3502,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,19
Office,47.64243,2.0,1,NonResidential,CSC 4,20815,Lake union,0,2.52,21183,21183,361542.0938,1.0,-122.32618000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,59
